job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity
159,Data Analyst,Technology,UK,2021,51.99,50.44,34.59,74524.65,76197.37,2.24,15.47,49.48,72.53,5,Medium,43.290000000000006,2.24,31.845000000000002,37.708347
160,HR Manager,Finance,Germany,2020,44.07,50.65,90.07,80606.51,85864.66,6.52,-10.76,92.11,21.07,5,Medium,67.07,6.52,46.605000000000004,9.285549
161,Teacher,Manufacturing,Brazil,2023,53.61,56.43,73.31,45788.12,48050.19,4.94,7.61,26.17,23.75,4,Medium,63.46,4.94,44.919,12.732375
162,Truck Driver,Retail,Singapore,2022,93.0,81.13,85.44,89073.34,93915.37,5.44,1.29,50.08,51.48,5,High,89.22,5.44,64.464,47.8764
163,Marketing Specialist,Technology,India,2026,35.15,36.45,16.35,76929.78,66969.83,-12.95,16.61,79.61,13.09,2,Medium,25.75,12.95,22.85,4.601135
164,Customer Support Rep,Retail,India,2021,92.89,91.17,23.61,38819.61,39117.83,0.77,-7.83,40.33,82.89,2,High,58.25,0.77,44.47,76.996521
165,Accountant,Finance,UK,2020,40.16,36.13,61.71,114813.27,110810.28,-3.49,1.51,13.3,73.64,4,Medium,50.935,3.49,35.623999999999995,29.573824
166,Truck Driver,Energy,Canada,2020,71.47,70.74,84.42,126680.42,139732.09,10.3,7.39,28.53,11.19,2,High,77.945,10.3,57.004000000000005,7.9974929999999995
167,HR Manager,Retail,Japan,2020,28.88,23.77,53.12,142392.68,152824.94,7.33,4.19,38.45,50.72,2,Low,41.0,7.33,29.686999999999998,14.647936
168,HR Manager,Manufacturing,Singapore,2020,12.91,11.09,98.66,145814.24,159175.61,9.16,8.46,50.93,51.56,5,Low,55.785,9.16,37.51,6.656396000000001
169,Customer Support Rep,Healthcare,Canada,2026,59.22,63.17,13.97,33596.83,37319.97,11.08,-5.4,28.17,67.34,2,Medium,36.595,11.08,31.203000000000003,39.878748
170,Data Analyst,Technology,UK,2026,67.89,56.87,67.26,83250.03,81662.59,-1.91,7.17,72.34,83.81,3,High,67.575,1.91,47.907000000000004,56.89860900000001
171,Marketing Specialist,Retail,Japan,2020,76.12,81.7,49.72,104141.67,106235.95,2.01,15.51,12.73,93.09,4,High,62.92,2.01,45.967000000000006,70.86010800000001
172,HR Manager,Transportation,Canada,2024,58.27,62.38,21.57,109066.26,126881.48,16.33,-6.46,19.59,65.78,5,Medium,39.92,16.33,34.678000000000004,38.330006000000004
173,Truck Driver,Energy,India,2024,94.96,77.8,97.72,78828.96,81362.18,3.21,9.22,61.03,73.84,1,High,96.34,3.21,68.26299999999999,70.11846399999999
174,Teacher,Education,Canada,2020,71.5,68.75,32.7,110111.21,116689.25,5.97,12.01,81.8,43.56,1,High,52.1,5.97,40.201,31.1454
175,Customer Support Rep,Technology,Canada,2024,82.25,69.75,54.45,30691.04,27326.46,-10.96,-9.4,45.66,69.55,1,High,68.35,10.96,52.522999999999996,57.204875
176,Accountant,Energy,Brazil,2025,37.2,36.44,23.75,74790.21,87070.88,16.42,15.1,65.75,46.35,4,Medium,30.475,16.42,26.931000000000004,17.242200000000004
177,HR Manager,Healthcare,Singapore,2025,36.59,41.9,51.91,87501.83,75342.81,-13.9,-11.45,62.22,53.36,4,Medium,44.25,13.9,34.379000000000005,19.524424
178,Data Analyst,Energy,Australia,2023,42.55,47.06,81.3,116174.77,124991.6,7.59,7.81,31.91,92.7,3,Medium,61.925,7.59,43.687,39.44385
179,Mechanical Engineer,Finance,UK,2022,14.22,16.69,35.16,42170.5,35031.22,-16.93,4.02,35.64,30.73,4,Low,24.689999999999998,16.93,21.314999999999998,4.3698060000000005
180,Truck Driver,Retail,Singapore,2026,81.21,82.48,31.13,103240.05,93023.13,-9.9,14.41,47.22,12.19,5,High,56.169999999999995,9.9,44.793,9.899498999999999
181,Software Engineer,Energy,India,2022,12.68,13.6,18.14,93019.61,87425.71,-6.01,8.2,61.06,25.66,3,Low,15.41,6.01,12.317,3.2536880000000004
182,Mechanical Engineer,Finance,Singapore,2026,77.4,76.9,80.6,96027.19,97229.68,1.25,0.71,95.63,60.16,5,High,79.0,1.25,55.515,46.56384
183,Software Engineer,Energy,Singapore,2020,57.34,66.16,22.81,55445.38,47668.58,-14.03,22.5,85.59,90.0,2,Medium,40.075,14.03,33.988,51.606
184,Financial Analyst,Education,Japan,2025,34.74,31.08,78.05,62976.72,61119.23,-2.95,17.48,70.08,9.55,4,Medium,56.394999999999996,2.95,38.196,3.3176700000000006
185,Software Engineer,Manufacturing,Canada,2024,43.67,42.83,58.66,50161.7,53340.84,6.34,9.14,29.51,9.57,2,Medium,51.165,6.34,36.968,4.179219000000001
186,HR Manager,Energy,Japan,2020,11.65,12.32,60.71,95603.69,90273.86,-5.57,-8.7,63.5,49.68,1,Low,36.18,5.57,24.544,5.78772
187,Marketing Specialist,Manufacturing,UK,2022,79.14,67.64,69.51,78518.25,91691.27,16.78,-0.54,72.32,99.13,5,High,74.325,16.78,57.543,78.451482
188,Software Engineer,Transportation,India,2021,8.99,7.56,72.43,99406.43,95637.66,-3.79,2.96,17.71,89.42,1,Low,40.71,3.79,26.462000000000003,8.038858
189,Truck Driver,Finance,UK,2023,38.43,35.72,22.67,72599.56,72847.0,0.34,-2.7,16.09,80.04,3,Medium,30.55,0.34,22.275000000000002,30.759372000000003
190,Financial Analyst,Retail,Singapore,2026,26.36,26.78,88.01,108105.28,86551.95,-19.94,8.74,39.97,66.95,4,Low,57.185,19.94,42.929,17.648020000000002
191,Truck Driver,Manufacturing,Japan,2024,94.59,100.71,55.78,117678.06,109381.62,-7.05,4.44,60.61,95.76,2,High,75.185,7.05,56.68500000000001,90.579384
192,Teacher,Manufacturing,Brazil,2025,22.27,23.96,20.09,94299.32,93250.47,-1.11,-4.04,78.05,34.76,2,Low,21.18,1.11,15.267999999999999,7.741052
193,Data Analyst,Retail,Singapore,2022,46.54,52.04,92.72,58157.05,51804.48,-10.92,1.84,99.32,92.7,5,Medium,69.63,10.92,49.708,43.142579999999995
194,HR Manager,Technology,Canada,2025,47.8,54.34,52.1,104830.28,106843.54,1.92,1.91,21.49,82.61,3,Medium,49.95,1.92,35.326,39.48758
195,Marketing Specialist,Energy,UK,2023,64.74,70.15,3.62,66375.4,61158.37,-7.86,-8.31,17.89,93.7,5,High,34.18,7.86,29.34,60.66138
196,Truck Driver,Education,Australia,2024,63.77,58.81,39.7,83664.3,86915.32,3.89,29.93,92.75,49.7,5,High,51.735,3.89,38.58500000000001,31.69369
197,Teacher,Energy,Australia,2026,79.45,90.62,20.85,141671.43,142830.71,0.82,4.01,44.26,87.8,2,High,50.150000000000006,0.82,38.281000000000006,69.7571
198,Customer Support Rep,Transportation,Germany,2026,85.76,96.26,79.0,66561.5,65396.94,-1.75,-2.56,25.62,69.5,4,High,82.38,1.75,58.529,59.60320000000001
199,Software Engineer,Education,Japan,2025,24.23,28.84,64.1,128697.67,128375.58,-0.25,13.18,64.56,76.48,4,Low,44.165,0.25,28.996999999999996,18.531104
200,Teacher,Healthcare,Japan,2020,22.24,22.26,39.87,47564.88,44665.74,-6.1,3.13,12.32,13.52,2,Low,31.055,6.1,22.686999999999998,3.0068479999999997
201,Financial Analyst,Education,India,2026,77.42,78.95,96.58,81899.75,82427.79,0.64,-14.75,49.56,10.57,4,High,87.0,0.64,60.134,8.183294
202,Data Analyst,Energy,USA,2025,44.86,39.76,61.96,108024.13,105718.43,-2.13,19.91,15.23,99.49,2,Medium,53.41,2.13,37.171,44.631214
203,Teacher,Healthcare,India,2023,14.04,15.14,98.37,58701.61,55100.84,-6.13,1.98,72.29,6.23,3,Low,56.205,6.13,36.965999999999994,0.874692
204,Mechanical Engineer,Transportation,India,2026,45.66,54.73,81.4,103826.33,113685.2,9.5,-9.85,57.43,42.61,3,Medium,63.53,9.5,45.534,19.455726
205,Financial Analyst,Transportation,Australia,2025,19.15,22.11,44.98,53354.7,47111.6,-11.7,-13.02,84.48,73.36,4,Low,32.065,11.7,24.663999999999994,14.048439999999998
206,Financial Analyst,Technology,India,2021,63.85,51.36,41.62,87761.3,82967.39,-5.46,8.92,58.18,21.52,3,High,52.735,5.46,39.664,13.740519999999998
207,Customer Support Rep,Finance,Singapore,2020,25.85,23.17,97.59,126184.45,125991.27,-0.15,10.79,19.88,54.8,1,Low,61.72,0.15,39.662000000000006,14.165799999999999
208,Truck Driver,Healthcare,Canada,2020,56.81,64.63,9.81,88588.94,84661.95,-4.43,-3.85,76.36,47.6,1,Medium,33.31,4.43,26.996000000000006,27.041560000000004
209,Mechanical Engineer,Technology,Canada,2022,36.31,34.78,45.94,124201.99,115891.97,-6.69,15.4,71.93,43.76,3,Medium,41.125,6.69,30.313,15.889256
210,Teacher,Healthcare,Germany,2024,27.83,31.62,3.84,138211.44,168027.91,21.57,-1.06,69.34,89.51,4,Low,15.834999999999999,21.57,18.755,24.910632999999997
211,Marketing Specialist,Healthcare,UK,2021,54.57,57.05,6.67,92208.96,96450.32,4.6,-1.78,56.1,68.02,1,Medium,30.62,4.6,25.209000000000003,37.118514
212,Marketing Specialist,Transportation,Germany,2023,12.92,10.77,71.63,38650.12,33443.46,-13.47,-4.72,41.47,77.47,5,Low,42.275,13.47,30.697999999999997,10.009124
213,Accountant,Manufacturing,Japan,2025,56.3,49.21,17.41,41807.48,46764.61,11.86,12.19,33.85,2.09,3,Medium,36.855,11.86,31.301,1.1766699999999999
214,Truck Driver,Retail,USA,2026,30.75,36.51,29.54,122306.78,104917.07,-14.22,20.01,28.51,12.14,4,Medium,30.145,14.22,25.427999999999997,3.73305
215,HR Manager,Healthcare,India,2023,53.05,58.88,64.39,93636.26,87610.59,-6.44,14.28,98.2,60.19,3,Medium,58.72,6.44,42.469,31.930795
216,Marketing Specialist,Retail,Singapore,2025,50.77,55.81,81.18,108777.43,104807.57,-3.65,-3.39,93.53,22.46,3,Medium,65.97500000000001,3.65,45.757000000000005,11.402942000000001
217,Truck Driver,Retail,Germany,2023,51.05,49.66,43.94,103552.75,101261.61,-2.21,2.23,89.82,64.58,4,Medium,47.495,2.21,34.265,32.96809
218,Data Analyst,Manufacturing,Singapore,2024,20.01,22.54,86.14,131581.72,129382.7,-1.67,7.83,77.95,46.05,3,Low,53.075,1.67,34.347,9.214605
219,Marketing Specialist,Retail,Canada,2020,68.94,75.24,77.64,108739.42,110707.84,1.81,-7.97,98.62,93.74,4,High,73.28999999999999,1.81,51.410999999999994,64.62435599999999
220,HR Manager,Technology,USA,2024,13.02,11.28,13.17,117117.59,110926.56,-5.29,10.86,55.53,84.07,4,Low,13.094999999999999,5.29,10.745999999999999,10.945913999999998
221,HR Manager,Manufacturing,Australia,2021,61.3,62.33,59.03,91003.27,96149.59,5.66,-12.61,72.0,87.33,2,High,60.165,5.66,43.927,53.533289999999994
222,Marketing Specialist,Retail,UK,2025,54.54,60.24,16.01,85386.9,83602.11,-2.09,-3.51,82.01,20.4,1,Medium,35.275,2.09,27.246000000000002,11.12616
223,Software Engineer,Retail,Japan,2020,38.86,42.48,61.6,52562.97,58852.82,11.97,-1.1,59.88,0.52,5,Medium,50.230000000000004,11.97,37.615,0.202072
224,Mechanical Engineer,Healthcare,India,2022,63.27,51.51,74.57,54297.67,53640.95,-1.21,9.2,39.42,14.89,3,High,68.92,1.21,48.042,9.420903000000001
225,Teacher,Healthcare,Germany,2021,31.39,36.12,99.63,74197.14,87010.72,17.27,1.0,89.76,59.3,5,Medium,65.50999999999999,17.27,47.62599999999999,18.614269999999998
226,Mechanical Engineer,Retail,UK,2022,37.41,36.1,69.56,30386.19,25750.3,-15.26,17.63,81.48,9.3,4,Medium,53.485,15.26,40.41,3.47913
227,HR Manager,Education,India,2023,51.17,50.78,64.23,37782.43,43608.9,15.42,25.06,60.46,60.35,1,Medium,57.7,15.42,44.36300000000001,30.881095000000002
228,Accountant,Manufacturing,Singapore,2026,57.35,64.35,26.98,129005.93,118450.68,-8.18,4.97,15.27,33.42,5,Medium,42.165,8.18,33.488,19.16637
229,Mechanical Engineer,Finance,Singapore,2020,64.94,70.34,78.86,92072.29,81560.49,-11.42,3.06,39.54,43.4,3,High,71.9,11.42,53.06,28.18396
230,Financial Analyst,Finance,Japan,2022,16.2,14.39,59.82,118279.57,106165.54,-10.24,23.54,67.26,78.57,3,Low,38.01,10.24,27.497999999999998,12.728339999999998
231,Marketing Specialist,Transportation,Australia,2020,18.28,17.62,83.98,76059.95,90394.11,18.85,20.43,26.6,36.22,2,Low,51.13,18.85,38.161,6.621016000000001
232,Truck Driver,Technology,Brazil,2022,48.42,39.24,2.42,129803.65,131632.4,1.41,-12.68,36.89,94.07,5,Medium,25.42,1.41,20.517,45.548694
233,Customer Support Rep,Finance,Japan,2025,43.15,41.94,87.27,131032.03,137761.83,5.14,-0.33,51.24,48.3,3,Medium,65.21,5.14,44.983000000000004,20.84145
234,Teacher,Finance,UK,2020,19.34,16.1,72.79,89575.34,104456.12,16.61,0.43,78.9,15.89,1,Low,46.065000000000005,16.61,34.556,3.0731260000000002
235,HR Manager,Energy,India,2020,52.72,45.03,75.14,108834.62,107744.6,-1.0,2.96,33.55,24.7,2,Medium,63.93,1.0,43.92999999999999,13.02184
236,Financial Analyst,Healthcare,Singapore,2023,73.44,66.08,27.19,121127.79,139208.4,14.93,2.29,15.88,48.76,3,High,50.315,14.93,42.012,35.809343999999996
237,Financial Analyst,Transportation,UK,2023,12.35,10.19,90.64,46709.44,35385.95,-24.24,13.84,41.26,89.98,1,Low,51.495,24.24,39.403999999999996,11.11253
238,Truck Driver,Transportation,Canada,2020,26.53,28.27,96.34,97220.18,82029.08,-15.63,-0.29,75.77,98.13,3,Low,61.435,15.63,44.203,26.033889
239,Customer Support Rep,Energy,Japan,2021,42.96,45.61,19.81,97839.63,102403.16,4.66,4.64,64.77,34.95,3,Medium,31.384999999999998,4.66,24.525000000000002,15.014520000000003
240,Data Analyst,Education,Brazil,2025,7.99,6.87,22.53,60116.0,61321.74,2.01,16.49,57.11,11.48,3,Low,15.260000000000002,2.01,10.558,0.917252
241,Software Engineer,Transportation,Canada,2021,60.21,65.58,6.77,114940.21,105427.87,-8.28,5.86,51.25,48.47,1,High,33.49,8.28,28.599,29.183787
242,Truck Driver,Finance,Germany,2025,36.6,43.13,85.0,110282.68,84223.63,-23.63,-5.1,68.59,54.54,5,Medium,60.8,23.63,47.229,19.96164
243,Software Engineer,Technology,Australia,2021,5.0,5.03,80.64,85108.79,79611.06,-6.46,-2.99,24.82,33.02,2,Low,42.82,6.46,28.13,1.6510000000000002
244,Marketing Specialist,Manufacturing,India,2026,62.97,63.46,20.49,135339.61,131390.25,-2.92,-10.63,98.65,77.2,5,High,41.73,2.92,32.211,48.61284
245,Customer Support Rep,Manufacturing,Germany,2022,26.9,22.22,46.39,139106.42,136595.83,-1.8,36.93,19.49,65.68,2,Low,36.644999999999996,1.8,25.217,17.667920000000002
246,Marketing Specialist,Technology,Canada,2026,67.55,64.32,77.56,145737.2,147387.97,1.13,-9.38,35.84,79.29,2,High,72.555,1.13,50.626999999999995,53.560395
247,Accountant,Retail,UK,2020,50.43,53.15,79.79,77516.46,78042.45,0.68,13.53,24.22,69.59,1,Medium,65.11,0.68,44.313,35.094237
248,Accountant,Technology,Australia,2026,65.53,60.73,85.72,138737.19,134092.61,-3.35,0.96,26.58,89.4,2,High,75.625,3.35,52.933,58.58382
249,Marketing Specialist,Education,USA,2021,55.8,48.04,44.03,103835.76,104087.25,0.24,19.12,97.04,41.78,3,Medium,49.915,0.24,35.601,23.31324
250,Software Engineer,Healthcare,Singapore,2024,68.89,73.51,63.47,49914.59,48980.46,-1.87,14.86,24.6,1.26,1,High,66.18,1.87,47.158,0.8680140000000001
251,Data Analyst,Energy,Japan,2026,39.18,39.61,71.94,136830.97,139490.75,1.94,1.47,26.87,85.82,3,Medium,55.56,1.94,37.836,33.624275999999995
252,Financial Analyst,Finance,Japan,2024,67.33,68.43,71.02,67722.01,76641.78,13.17,3.82,51.33,35.78,2,High,69.175,13.17,52.189,24.090674
253,Marketing Specialist,Technology,Brazil,2022,44.59,50.45,33.52,50851.39,55126.06,8.41,10.47,19.06,23.99,4,Medium,39.05500000000001,8.41,30.415000000000003,10.697140999999998
254,Software Engineer,Technology,Japan,2026,9.94,9.33,45.04,119859.16,134447.92,12.17,20.21,41.71,84.14,4,Low,27.49,12.17,21.139,8.363515999999999
255,Teacher,Finance,Japan,2025,42.99,51.23,63.41,45151.77,39828.2,-11.79,16.88,71.77,6.96,4,Medium,53.2,11.79,39.756,2.992104
256,Data Analyst,Finance,Australia,2024,12.24,13.98,22.72,130444.94,141810.57,8.71,-8.46,72.47,51.27,2,Low,17.48,8.71,14.325,6.275448
257,Data Analyst,Healthcare,Canada,2024,21.37,18.92,3.32,66473.57,69889.7,5.14,6.8,88.41,76.61,5,Low,12.345,5.14,11.086,16.371557
258,Financial Analyst,Education,Singapore,2024,65.19,69.49,26.03,138863.4,148202.99,6.73,24.0,19.99,44.71,5,High,45.61,6.73,35.903999999999996,29.146448999999997
259,HR Manager,Energy,Brazil,2024,42.23,48.38,54.66,75648.07,71598.41,-5.35,4.09,76.59,91.81,4,Medium,48.44499999999999,5.35,34.894999999999996,38.771362999999994
260,Data Analyst,Finance,Brazil,2025,19.6,22.41,29.22,139292.42,149583.49,7.39,11.15,11.62,96.28,2,Low,24.41,7.39,18.823,18.870880000000003
261,Teacher,Energy,Germany,2023,60.87,56.11,82.94,63782.54,66125.2,3.67,23.38,18.69,24.19,3,High,71.905,3.67,50.330999999999996,14.724453
262,Truck Driver,Transportation,Singapore,2025,25.87,25.55,30.13,101802.9,91076.11,-10.54,-5.68,76.89,4.81,1,Low,28.0,10.54,22.549,1.2443469999999999
263,Mechanical Engineer,Transportation,Australia,2025,73.2,83.52,66.78,101186.59,100129.7,-1.04,3.31,81.51,3.47,3,High,69.99000000000001,1.04,49.626,2.5400400000000003
264,Mechanical Engineer,Healthcare,Japan,2020,50.8,60.86,85.57,92573.48,83988.65,-9.27,7.38,18.45,90.96,1,Medium,68.185,9.27,48.772,46.20767999999999
265,Data Analyst,Finance,Singapore,2020,46.84,53.01,87.9,98612.68,71955.38,-27.03,11.78,38.53,43.46,3,Medium,67.37,27.03,53.215,20.356664000000002
266,Accountant,Technology,Brazil,2024,64.17,66.79,89.25,83205.6,96620.66,16.12,18.15,63.25,70.26,3,High,76.71000000000001,16.12,57.278999999999996,45.085842
267,Data Analyst,Transportation,Australia,2026,16.62,16.7,10.42,76141.36,92671.21,21.71,3.24,95.55,60.07,4,Low,13.52,21.71,16.287,9.983634
268,Software Engineer,Retail,Canada,2022,52.05,52.18,63.41,38511.87,35652.47,-7.42,-8.2,52.52,4.56,1,Medium,57.73,7.42,42.069,2.3734799999999994
269,Marketing Specialist,Manufacturing,UK,2025,19.8,18.03,97.15,69761.64,59950.94,-14.06,4.17,64.97,28.07,4,Low,58.475,14.06,41.283,5.557860000000001
270,Customer Support Rep,Finance,Australia,2026,39.49,39.75,0.55,30919.68,29963.62,-3.09,-2.52,82.23,57.2,5,Medium,20.02,3.09,16.888,22.588280000000005
271,Mechanical Engineer,Finance,Canada,2024,45.89,42.1,93.18,77641.8,79297.1,2.13,-2.52,20.25,34.52,2,Medium,69.535,2.13,46.949000000000005,15.841228000000001
272,Teacher,Technology,Canada,2020,45.52,52.33,49.35,114271.05,106176.01,-7.08,-10.14,47.96,41.1,2,Medium,47.435,7.08,35.13700000000001,18.708720000000003
273,HR Manager,Retail,Australia,2022,73.53,79.83,60.79,67124.73,63882.19,-4.83,6.47,33.18,5.95,1,High,67.16,4.83,49.098,4.3750350000000005
274,Accountant,Healthcare,Singapore,2020,52.27,56.17,11.45,76060.67,59693.81,-21.52,-2.19,20.89,41.89,2,Medium,31.86,21.52,30.799,21.895903000000004
275,Software Engineer,Finance,Brazil,2021,52.58,43.56,8.02,72572.56,73796.53,1.69,9.42,71.08,36.19,4,Medium,30.299999999999997,1.69,23.945,19.028702
276,Teacher,Energy,Australia,2021,51.56,41.45,63.61,139594.43,152899.69,9.53,7.87,75.16,12.06,3,Medium,57.585,9.53,42.566,6.218136
277,HR Manager,Education,India,2020,73.17,60.48,53.4,47056.45,46900.09,-0.33,2.92,36.55,48.6,2,High,63.285,0.33,45.38699999999999,35.56062
278,Accountant,Technology,India,2022,50.4,41.21,12.3,97037.09,109319.15,12.66,-3.66,68.71,84.56,4,Medium,31.35,12.66,27.648000000000003,42.61823999999999
279,Teacher,Energy,Japan,2023,58.47,56.84,67.3,63045.74,69353.99,10.01,-1.71,50.18,79.84,3,Medium,62.885,10.01,46.581,46.682448
280,Customer Support Rep,Finance,Australia,2023,82.57,94.38,91.66,81718.23,88202.48,7.93,-12.49,43.41,60.11,1,High,87.115,7.93,62.904999999999994,49.632827
281,HR Manager,Energy,Brazil,2025,59.39,63.87,37.46,50023.22,44492.13,-11.06,2.85,90.11,34.59,3,Medium,48.425,11.06,38.312,20.543001000000004
282,Software Engineer,Manufacturing,Singapore,2024,10.81,8.76,64.58,106428.28,100445.22,-5.62,2.91,46.87,31.12,1,Low,37.695,5.62,25.384,3.3640720000000006
283,Software Engineer,Manufacturing,Canada,2021,47.4,49.4,36.46,56147.11,55998.85,-0.26,7.8,71.94,14.06,2,Medium,41.93,0.26,29.976000000000003,6.66444
284,HR Manager,Retail,Australia,2020,43.99,35.68,50.55,145682.09,139324.73,-4.36,3.9,12.79,38.8,1,Medium,47.269999999999996,4.36,34.068999999999996,17.06812
285,Truck Driver,Transportation,UK,2021,36.2,29.3,75.62,85022.76,89791.85,5.61,2.05,20.45,95.59,4,Medium,55.910000000000004,5.61,38.849000000000004,34.60358
286,Financial Analyst,Manufacturing,Brazil,2024,31.98,36.95,60.29,129204.88,127818.49,-1.07,9.48,44.7,34.04,3,Medium,46.135,1.07,31.200000000000003,10.885991999999998
287,Data Analyst,Transportation,USA,2023,37.9,32.66,55.37,95004.58,101066.36,6.38,10.01,49.64,30.23,1,Medium,46.635,6.38,33.684999999999995,11.457169999999998
288,Truck Driver,Finance,Australia,2024,43.15,37.88,5.76,71093.76,57022.17,-19.79,12.48,62.24,13.92,4,Medium,24.455,19.79,24.925000000000004,6.00648
289,Marketing Specialist,Transportation,Singapore,2022,41.08,43.16,48.89,78213.46,86824.44,11.01,24.58,65.86,20.13,1,Medium,44.985,11.01,34.401999999999994,8.269404
290,Teacher,Technology,Australia,2021,37.66,30.72,47.55,95162.95,97577.61,2.54,9.68,58.0,87.0,5,Medium,42.605,2.54,30.091,32.764199999999995
291,Truck Driver,Education,India,2023,34.15,38.11,12.48,125305.28,133093.9,6.22,1.3,94.96,14.88,1,Medium,23.314999999999998,6.22,19.27,5.08152
292,Customer Support Rep,Transportation,Singapore,2024,57.39,68.43,48.34,133625.7,109933.43,-17.73,17.62,35.72,20.32,1,Medium,52.865,17.73,42.77700000000001,11.661648
293,Teacher,Retail,Australia,2021,63.33,60.45,51.13,89079.06,98486.31,10.56,7.23,98.27,40.76,3,High,57.230000000000004,10.56,43.839,25.813307999999996
294,Accountant,Finance,Brazil,2025,67.93,75.11,57.35,144725.66,141869.66,-1.97,3.49,86.86,43.91,1,High,62.64,1.97,44.968,29.828063
295,Financial Analyst,Manufacturing,Australia,2022,69.29,80.18,6.25,136015.77,144089.08,5.94,-24.4,66.39,92.64,2,High,37.77,5.94,31.373000000000005,64.190256
296,Customer Support Rep,Finance,UK,2022,26.34,26.09,68.77,116724.83,107703.43,-7.73,9.07,36.95,35.87,2,Low,47.555,7.73,33.486,9.448158
297,Accountant,Healthcare,India,2021,66.31,60.44,21.07,144893.76,158703.95,9.53,10.13,36.52,1.43,4,High,43.69,9.53,35.704,0.948233
298,Truck Driver,Energy,Australia,2026,76.65,86.9,74.05,47142.03,50915.33,8.0,12.54,69.27,76.61,3,High,75.35,8.0,55.275,58.721565
299,Accountant,Energy,India,2023,69.21,72.36,8.86,88515.34,87071.94,-1.63,-2.45,46.64,6.6,4,High,39.035,1.63,30.831,4.56786
300,HR Manager,Retail,USA,2022,34.42,29.06,80.82,143722.56,116507.05,-18.94,7.13,16.92,50.06,5,Medium,57.62,18.94,43.696,17.230652000000003
301,Data Analyst,Retail,Japan,2023,55.62,60.22,5.02,38748.22,32519.21,-16.08,-2.63,30.91,28.1,1,Medium,30.32,16.08,28.578,15.62922
302,Software Engineer,Education,Canada,2020,56.24,65.9,40.51,138733.32,135063.62,-2.65,-15.04,30.34,64.05,1,Medium,48.375,2.65,35.444,36.02172
303,Marketing Specialist,Transportation,Japan,2024,78.53,81.78,35.78,107738.09,75206.45,-30.2,6.84,62.73,62.48,5,High,57.155,30.2,51.206,49.065544
